Nama Restoran,Jenis Makanan,Alamat,Harga,Rating,Timestamp
Essel,Korea,"Ruko Crown Golf, Blok A No. 30, Bukit Golf Mediterania
Jl. Marina Indah Raya, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,4.48,2025-06-03 22:29:10.366674
Apron Signature,Kafe,"Ruko Great Wall, Blok C No. 1, Green Lake City
Jl. Green Lake City Boulevard, Cengkareng, Jakarta Barat",75000,4.48,2025-06-03 22:29:10.660076
Amigos Bar & Cantina,Meksiko,"Hero Kemang, Kemang Club Villas, Lantai 2
Jl. Kemang Selatan I, Kemang, Jakarta Selatan",150000,4.01,2025-06-03 22:29:10.951793
Kataramen,Jepang,"Jl. Tebet Timur Dalam II No. 38A, Tebet, Jakarta Selatan",75000,3.99,2025-06-03 22:29:11.257253
Roast Coffee,Kafe,"Jl. KH. Zainul Arifin No. 20, Gajah Mada, Jakarta Pusat",50000,3.99,2025-06-03 22:29:11.559285
Haagen - Dazs,Es Krim,"Puri Indah Mall Expansion, Lantai Ground
Jl. Puri Indah Raya, Puri, Jakarta Barat",75000,4.04,2025-06-03 22:29:15.327788
McDonald's Ice Cream,Es Krim,"Mal Kelapa Gading 3, Lantai 3, Food Temptation
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",50000,4.13,2025-06-03 22:29:15.625758
Song Fa Bak Kut Teh,China,"Puri Indah Mall, Lantai 2
Jl. Puri Indah Raya, Puri, Jakarta Barat",75000,4.11,2025-06-03 22:29:15.927804
Fei Cai Lai Cafe,China,"Hublife, Lantai 1
Jl. Tanjung Duren Timur No. 2, Tanjung Duren, Jakarta Barat",75000,4.13,2025-06-03 22:29:16.211069
Kilo Kitchen,Barat,"ASHTA District 8, Lantai Ground
Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",150000,3.98,2025-06-03 22:29:16.515501
Seo Seo Galbi,Korea,"Ruko Crown Golf, Blok A No. 31, Bukit Golf Mediterania
Jl. Marina Indah Raya, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,4.03,2025-06-03 22:29:16.827919
Kopi Toko Djawa,Kafe,"Jl. H. Agus Salim No. 60, Menteng, Jakarta Pusat",50000,4.01,2025-06-03 22:29:17.133159
Fieholics,Kafe,"Jl. Bendungan Hilir Gg. IV No. 11, Bendungan Hilir, Jakarta Pusat",75000,4.18,2025-06-03 22:29:17.418340
Pan & Co.,Kafe,"Central Park, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",75000,4.2,2025-06-03 22:29:17.725515
La Ricchi Ice Cream,Es Krim,"Emporium Pluit Mall, Lantai 4, Food Empire
Jl. Pluit Selatan Raya, Pluit, Penjaringan, Jakarta Utara",50000,4.06,2025-06-03 22:29:18.033248
OMG! Oh My Grill,Korea,"Jl. Kemang Raya No. 3, Kemang, Jakarta Selatan",150000,4.37,2025-06-03 22:29:18.316787
Monsieur Spoon,Kafe,"Mal Kelapa Gading 1, Lantai Ground
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",150000,4.37,2025-06-03 22:29:18.617728
Saline Bay,Indonesia,"Jl. Danau Sunter Selatan Blok O4 No. 24, Sunter, Jakarta Utara",150000,4.4,2025-06-03 22:29:22.330044
Emji Coffee Bar,Kafe,"Graha Mediterania Group
Jl. Pluit Selatan Raya No. 8A, Pluit, Penjaringan, Jakarta Utara",50000,4.27,2025-06-03 22:29:22.617817
La Boutique Gourmande at BOCA - Le Meridien Hotel,,"Le Meridien Hotel
Jl. Jenderal Sudirman, Sudirman, Jakarta Pusat",150000,4.3,2025-06-03 22:29:22.938967
Kopi Mandja,Kafe,"Jl. Hang Tuah Raya No. 7, Kebayoran Baru, Jakarta Selatan",50000,4.32,2025-06-03 22:29:23.241558
Vegetus Vegetarian,Vegetarian,"Jl. Pluit Karang Indah Timur Blok O8 No. 38 - 39, Muara Karang, Penjaringan, Jakarta Utara",75000,4.24,2025-06-03 22:29:23.543415
The RR Chocolate,Kafe,"La Piazza, Gafoy
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",150000,4.2,2025-06-03 22:29:23.841405
Nasi Kapau Langganan,Indonesia,"Jl. Bangka Raya No. 103A, Kemang, Jakarta Selatan",50000,4.15,2025-06-03 22:29:24.141747
July Cafe,Kafe,"Jl. Sedayu City Kelapa Gading Blok E No. 7 - 8, Kelapa Gading, Jakarta Utara",150000,4.34,2025-06-03 22:29:24.448537
Tokio Sushi,Jepang,"Gandaria City, Lantai Lower Ground
Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan",75000,4.13,2025-06-03 22:29:24.729635
King Claypot,China,"Jl. Kelapa Hibrida Raya Blok RA3 No. 25, Kelapa Gading, Jakarta Utara",75000,4.04,2025-06-03 22:29:25.023056
Starbucks,Kafe,"Universitas Tarumanagara 1
Jl. Letjen S. Parman No. 1, Grogol, Jakarta Barat",75000,4.13,2025-06-03 22:29:25.325466
Lao Lao Huo Guo,China,"Jl. Pesanggrahan No. 168, Puri, Jakarta Barat",150000,4.08,2025-06-03 22:29:25.626294
Kitchenette,"Barat,Italia","Pacific Place Mall, Lantai 1
Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",150000,4.08,2025-06-03 22:29:29.348478
First Love Patisserie,Toko Kue,"Pondok Indah Mall 1, Lantai 1, Food Court Area 51
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",50000,4.34,2025-06-03 22:29:29.648101
Waha Kitchen - Kosenda Hotel,Indonesia,"Kosenda Hotel
Jl. KH Wahid Hasyim No. 127, Tanah Abang, Jakarta Pusat",150000,4.09,2025-06-03 22:29:29.945462
Jonbon's Coffee & Eatery,Kafe,"Jl. Arteri Kelapa Gading Blok B1 No. 12, Kelapa Gading, Jakarta Utara",75000,4.01,2025-06-03 22:29:30.241522
Sushi Tei,Jepang,"Pacific Place Mall, Lantai 5
Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",150000,4.11,2025-06-03 22:29:30.535944
Seribu Rasa,Indonesia,"Lotte Mall Jakarta, Lantai 3
Jl. Prof Dr Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan",150000,4.18,2025-06-03 22:29:30.839981
Irotikay,Jepang,"Humble House
Jl. Wijaya II No. 123, Wijaya, Kebayoran Baru, Jakarta Selatan",75000,4.11,2025-06-03 22:29:31.125347
Ratio Coffee Brewers,Kafe,"Ruko Mall of Indonesia, Blok J No. 9
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",150000,4.15,2025-06-03 22:29:31.436213
Paris Baguette,Kafe,"Senayan City, Lantai Lower Ground
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,4.11,2025-06-03 22:29:31.740369
Paris Baguette,Kafe,"ASHTA District 8, Lantai Ground
Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",150000,4.02,2025-06-03 22:29:32.038351
New Cahaya Lestari,China,"Ruko Inkopal, Blok C No. 81 - 82
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",150000,4.04,2025-06-03 22:29:32.345275
Sentosa Seafood,Indonesia,"Jl. Lingkar Luar Barat (Depan Marketing Gallery Puri Mansion), Puri, Jakarta Barat",75000,3.99,2025-06-03 22:29:32.642077
Meradelima Restaurant,Indonesia,"Jl. Adityawarman No. 47, Melawai, Kebayoran Baru, Jakarta Selatan",75000,4.05,2025-06-03 22:29:36.348148
Bengkel Burger,Barat,"Buya House
Jl. Panglima Polim IX No. 15, Panglima Polim, Kebayoran Baru, Jakarta Selatan",150000,4.44,2025-06-03 22:29:36.641274
Subway,Barat,"St Moritz Mall (Lippo Mall Puri), Lantai Ground
Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",50000,4.09,2025-06-03 22:29:36.945244
Woodpecker Coffee,Kafe,"Jl. Panglima Polim V No. 23, Panglima Polim, Kebayoran Baru, Jakarta Selatan",75000,3.96,2025-06-03 22:29:37.234465
Pizza Marzano,Italia,"Grand Indonesia Mall, Lantai Lower Ground, West Mall, The FoodHall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,3.96,2025-06-03 22:29:37.528216
Hoshino Coffee,Kafe,"Senayan City, Lantai Lower Ground, Crystal Lagoon
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,3.94,2025-06-03 22:29:37.822324
The Lounge By Playfield Premium Club,Lounge,"Playfield Premium Club
Jl. K.H Nasir No. 40, Meruya, Jakarta Barat",150000,4.55,2025-06-03 22:29:38.119215
Hoshino Coffee,Kafe,"Lotte Mall Jakarta, Lantai 3
Jl. Prof Dr Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan",150000,3.99,2025-06-03 22:29:38.426438
MARKT,Kafe,"Ruko Simprug Gallery, Unit U No. 10
Jl. Teuku Nyak Arif, Kebayoran Lama, Jakarta Selatan",150000,4.03,2025-06-03 22:29:38.728844
Shabu Hachi,Jepang,"Jl. Lebak Bulus Raya No. 58, Lebak Bulus, Jakarta Selatan",200000,4.09,2025-06-03 22:29:39.033968
Dapur Waris,Indonesia,"Jl. Pesanggrahan No. 138, Puri, Jakarta Barat",75000,4.13,2025-06-03 22:29:39.331092
ShuShu,Minuman,"Grand Indonesia Mall, Lantai Lower Ground, West Mall, The FoodHall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",50000,3.94,2025-06-03 22:29:39.618862
Sushi Tei,Jepang,"Plaza Indonesia, Lantai 3
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,3.97,2025-06-03 22:29:43.345504
Toko Kopi Tuku,Kafe,"Jl. Pulo Asem Timur No. 40, Pulo Gadung, Jakarta Timur",50000,4.37,2025-06-03 22:29:43.638664
Roemah Noni,"Indonesia, China","Jl. Kesehatan No. 12, Tanah Abang, Jakarta Pusat",150000,4.01,2025-06-03 22:29:43.925481
Deca Coffee,Kafe,"Jl. Sedayu City Kelapa Gading Blok SCBSA No. 39, Kelapa Gading, Jakarta Utara",75000,4.18,2025-06-03 22:29:44.227221
Maxx Coffee,Kafe,"Kemang Village (Lippo Mall Kemang), Lantai Ground
Jl. Pangeran Antasari (Belakang Uniqlo), Kemang, Jakarta Selatan",50000,4.25,2025-06-03 22:29:44.532299
Casa Kopi - Hotel Casa Living Senayan,Kafe,"Hotel Casa Living Senayan
Jl. Penjernihan IV No. 9, Bendungan Hilir, Jakarta Pusat",50000,4.22,2025-06-03 22:29:44.836772
Kimukatsu,Jepang,"Central Park, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",75000,4.25,2025-06-03 22:29:45.132317
Donkoro,Jepang,"The Boxx In, Lantai 1
Jl. Sukarjo Wiryopranoto No. 2, Sawah Besar, Jakarta Pusat",50000,4.22,2025-06-03 22:29:45.434477
Mamam Dessert Bar,Dessert,"Ruko Golf Island, Blok C No. 18
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,4.29,2025-06-03 22:29:45.735012
Kopitagram,Kafe,"Jl. Kasturi No. 22, Tomang, Jakarta Barat",75000,4.01,2025-06-03 22:29:46.011463
Beer Garden+,Lounge,"SCBD Park, Lot 6
Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",150000,4.34,2025-06-03 22:29:46.311189
Cabe Ijo Live Seafood,Indonesia,"Jl. Batu Ceper No. 27, Pecenongan, Jakarta Pusat",150000,3.97,2025-06-03 22:29:46.621915
Tom Sushi,Jepang,"Pondok Indah Mall 2, Lantai 3
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",75000,4.08,2025-06-03 22:29:50.275594
KopTul,Kafe,"Kindo Square, Blok A9 No. 101
Jl. Duren Tiga Raya No. 46, Mampang, Jakarta Selatan",50000,4.87,2025-06-03 22:29:50.481740
Coto Makassar GOWA,Indonesia,"Jl. Letjen R. Suprapto No. 160 C, Cempaka Putih, Jakarta Pusat",50000,4.44,2025-06-03 22:29:50.828151
Wangsa,Kafe,"Jl. Kemang Utara No. 15, Kemang, Jakarta Selatan",150000,4.48,2025-06-03 22:29:51.256391
Pouter Coffee,Kafe,"Jl. Tebet Timur Dalam Raya No. 107A, Tebet, Jakarta Selatan",75000,4.48,2025-06-03 22:29:51.815284
Bakesmith,Kafe,"Jl. Pantai Indah Utara II (Belakang Sukiya PIK), Pantai Indah Kapuk, Penjaringan, Jakarta Utara",50000,4.05,2025-06-03 22:29:52.183013
Kopi Soe,Kafe,"Jl. Tanjung Duren Raya No. 157A, Tanjung Duren, Jakarta Barat",50000,4.06,2025-06-03 22:29:52.460218
Naka NakaYa,Jepang,"Senayan Trade Center, Lantai Lower Ground
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,4.07,2025-06-03 22:29:52.755356
KORPA,Korea,"Ruko Taman Permata Buana, Blok D1 No. 43
Jl. Pulau Bira III, Puri, Jakarta Barat",75000,4.06,2025-06-03 22:29:53.011380
Remboelan,Indonesia,"Lotte Mall Jakarta, Lantai 3
Jl. Prof Dr Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan",75000,4.16,2025-06-03 22:29:53.308372
Nasi Sambal Cak Boyo,Indonesia,"Jl. Duri Kosambi (Seberang Kantor Pos) No. 3, Cengkareng, Jakarta Barat",50000,4.03,2025-06-03 22:29:53.615201
Roji Ramen,Jepang,"Jl. Sedayu Boulevard Selatan Blok SCBSB No. 25 - 26, Kelapa Gading, Jakarta Utara",75000,4.16,2025-06-03 22:29:53.912864
Sushi Tei,Jepang,"Senayan City, Lantai 4
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,3.97,2025-06-03 22:29:57.556080
Gion The Sushi Bar,Jepang,"Mall of Indonesia, Lantai Ground
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",150000,4.08,2025-06-03 22:29:57.821509
Toko Kopi Tuku,Kafe,"Jl. Kelapa Hibrida Raya Blok QJ9 No. 33, Kelapa Gading, Jakarta Utara",50000,4.12,2025-06-03 22:29:58.111079
Chatime Atealier,Bubble Tea,"Cilandak Town Square, Lantai Ground
Jl. TB Simatupang, Cilandak, Jakarta Selatan",50000,4.08,2025-06-03 22:29:58.395143
Bistro Baron,Perancis,"Plaza Indonesia, Lantai 1
Jl. MH Thamrin, Thamrin, Jakarta Pusat",200000,4.03,2025-06-03 22:29:58.684537
Zenbu,Jepang,"Central Park, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",150000,3.94,2025-06-03 22:29:58.971342
Kimukatsu,Jepang,"St Moritz Mall (Lippo Mall Puri), Lantai Lower Ground, Takeshita Street
Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",75000,3.92,2025-06-03 22:29:59.276105
The Royal Jade Restaurant,China,"Glow Tower, Komplek Ruko Season City, Blok F No. 1
Jl. Prof. Dr. Latumenten No. 33, Latumenten, Jakarta Barat",150000,4.12,2025-06-03 22:29:59.502916
Drips Coffee,Kafe,"Jl. Arteri Kelapa Gading No. 46, Kelapa Gading, Jakarta Utara",50000,4.08,2025-06-03 22:29:59.724135
Vows Coffee,Kafe,"Komplek Carina Sayang 1, No. 8
Jl. Jembatan Tiga, Pluit, Penjaringan, Jakarta Utara",50000,4.11,2025-06-03 22:29:59.999493
Kyochon,Korea,"Mal Kelapa Gading 2, Lantai 2
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",75000,4.05,2025-06-03 22:30:00.258741
Gotham Treats,Toko Kue,"Lewis & Carroll Tea
Jl. Bumi No. 4, Blok M, Kebayoran Baru, Jakarta Selatan",50000,4.04,2025-06-03 22:30:00.498030
Omnikopi,Kafe,"Jl. Warung Jati Barat No. 27, Pasar Minggu, Jakarta Selatan",75000,3.99,2025-06-03 22:30:04.279114
First Love Patisserie,Toko Kue,"Mal Kelapa Gading 3, Lantai Ground
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",50000,4.01,2025-06-03 22:30:04.563620
Kopimana27,Kafe,"Jl. Prof. Dr. Soepomo No. 45BZ, Tebet, Jakarta Selatan",75000,3.98,2025-06-03 22:30:04.873800
Shaburi & Kintan Buffet,Jepang,"Lotte Mall Jakarta, Lantai 1
Jl. Prof Dr Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan",200000,4.04,2025-06-03 22:30:05.114851
IKEA Jakarta Garden City,Barat,"Jl. Jakarta Garden City, Cakung, Jakarta Timur",75000,4.03,2025-06-03 22:30:05.249355
Sushi Tei,Jepang,"Emporium Pluit Mall, Lantai 2
Jl. Pluit Selatan Raya, Pluit, Penjaringan, Jakarta Utara",150000,3.98,2025-06-03 22:30:05.439544
SaladStop!,,"Setiabudi One, Lantai Ground
Jl. HR Rasuna Said, Setiabudi, Jakarta Selatan",150000,4.33,2025-06-03 22:30:05.625038
Kebuli Ijab Qabul,Arab/Timur Tengah,"Jl. Dr. Susilo III No. 16, Grogol, Jakarta Barat",50000,3.98,2025-06-03 22:30:06.091530
Starbucks Reserve,Kafe,"Grand Indonesia Mall, Lantai Ground, West Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.01,2025-06-03 22:30:06.305905
Tugu Kawisari Coffee & Eatery,Kafe,"Jl. Kebon Sirih No. 77, Menteng, Jakarta Pusat",150000,3.99,2025-06-03 22:30:06.385763
Salty Salty,Kafe,"Ruko Beach Boulevard, Blok B No. 58
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,4.05,2025-06-03 22:30:06.644874
Ootoya,Jepang,"Senayan City, Lantai Lower Ground
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,4.09,2025-06-03 22:30:06.939497
Imperial Kitchen & Dimsum,China,"Mall of Indonesia, Lantai 1
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",75000,4.09,2025-06-03 22:30:10.777947
Kopi Boleh Juga,Kafe,"Jl. Acordion Blok M No. 29, Kelapa Gading, Jakarta Utara",75000,4.18,2025-06-03 22:30:11.068014
The RR Chocolate,Kafe,"Plaza Indonesia, Lantai 3
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.18,2025-06-03 22:30:11.367410
Sooka,Kafe,"Jl. Bangka Raya No. 10, Kemang, Jakarta Selatan",50000,4.22,2025-06-03 22:30:11.665953
Kopi Kanto,Kafe,"Jl. Biru Laut Barat Blok A5 No. 1F, Kelapa Gading, Jakarta Utara",50000,4.2,2025-06-03 22:30:11.963707
Portal Coffee & Eatery,Kafe,"Jl. Kemanggisan Raya No. 64, Kemanggisan, Jakarta Barat",50000,4.26,2025-06-03 22:30:12.265183
PAUL,Kafe,"Plaza Indonesia, Lantai 2
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,3.97,2025-06-03 22:30:12.560270
Byurger,Barat,"Pasar Cipete Selatan
Jl. Pangeran Antasari No. 10, Cilandak, Jakarta Selatan",75000,3.95,2025-06-03 22:30:12.860456
Colette Lola,"Toko Kue,Kafe","Jl. Wolter Monginsidi No. 43, Senopati, Kebayoran Baru, Jakarta Selatan",75000,3.96,2025-06-03 22:30:13.164920
Santhai,Thailand,"Kota Kasablanka, Lantai Lower Ground
Jl. Casablanca Raya, Tebet, Jakarta Selatan",150000,3.93,2025-06-03 22:30:13.463155
Holland Bakery,Toko Roti dan Kue,"Jl. Raya Jatinegara Timur No. 109, Jatinegara, Jakarta Timur",50000,4.18,2025-06-03 22:30:13.746856
La Posta - Taste Of Argentine,Argentina,"Jl. Karet Pasar Baru Timur V No. 25, Tanah Abang, Jakarta Pusat",150000,4.18,2025-06-03 22:30:14.049114
Wee Nam Kee,China,"Central Park, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",75000,4.0,2025-06-03 22:30:17.774910
Kopi Susu Bu Lurah,Kafe,"Warung MJS
Jl. Setiabudi Tengah No. 11, Setiabudi, Jakarta Selatan",50000,3.93,2025-06-03 22:30:18.056042
Dapoer Oemoem,Indonesia,"Jl. Bangka Raya No. 49, Kemang, Jakarta Selatan",75000,4.01,2025-06-03 22:30:18.357980
Burns Cafe,Kafe,"Jl. Wijaya I No. 64 (Lantai 2), Wijaya, Kebayoran Baru, Jakarta Selatan",75000,4.08,2025-06-03 22:30:18.656745
21 Factory,Kafe,"Jl. Veteran I No. 21, Gambir, Jakarta Pusat",50000,3.98,2025-06-03 22:30:18.954301
Native Coffee Tribe,Kafe,"Ruko Sedayu City, Blok SCBRC No. 26
Jl. Sedayu Boulevard Timur, Kelapa Gading, Jakarta Utara",150000,4.1,2025-06-03 22:30:19.254299
De Margo Ristorante Italiano & Bar,Italia,"The Bellezza Shopping Arcade, Lantai Ground
Jl. Letjen Soepeno No. 34, Permata Hijau, Jakarta Selatan",150000,4.06,2025-06-03 22:30:19.558384
Three Folks,Kafe,"Jl. Pesanggrahan No. 35A, Puri, Jakarta Barat",75000,3.91,2025-06-03 22:30:19.862285
Holycow! STEAKHOUSE by Chef Afit,Barat,"Jl. Panjang Arteri Kelapa Dua No. 88, Kebon Jeruk, Jakarta Barat",200000,3.92,2025-06-03 22:30:20.118529
Francis Artisan Bakery,Toko Roti dan Kue,"Central Park, Lantai 2
Jl. Letjen S. Parman, Slipi, Jakarta Barat",50000,4.02,2025-06-03 22:30:20.415342
Ikkudo Ichi,Jepang,"Plaza Indonesia, Lantai Basement
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.11,2025-06-03 22:30:20.721708
Yoshinoya,Jepang,"Jl. Wolter Monginsidi No. 62, Senopati, Kebayoran Baru, Jakarta Selatan",75000,4.06,2025-06-03 22:30:21.023997
Wingstop,Barat,"AEON Mall Jakarta Garden City, Lantai 3, Gourmet Garden
Jl. Jakarta Garden City, Cakung, Jakarta Timur",75000,4.12,2025-06-03 22:30:24.952932
Pizza Place,Italia,"Ruko Artha Gading Niaga, Blok I No. 15
Jl. Boulevard Artha Gading, Kelapa Gading, Jakarta Utara",75000,4.04,2025-06-03 22:30:25.257129
Taco Bell,Meksiko,"Jl. Senopati No. 96, Senopati, Kebayoran Baru, Jakarta Selatan",75000,4.01,2025-06-03 22:30:25.554825
Koultoura Coffee,Kafe,"Jl. Ciniru I No. 1, Senopati, Kebayoran Baru, Jakarta Selatan",150000,3.99,2025-06-03 22:30:25.855348
Doma Dona Coffee,Kafe,"Jl. Wijaya I No. 9AB, Wijaya, Kebayoran Baru, Jakarta Selatan",75000,3.96,2025-06-03 22:30:26.158323
Born Ga,Korea,"Ruko Crown Golf, Blok D No. 53 - 55, Bukit Golf Mediterania
Jl. Marina Indah Raya, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,4.02,2025-06-03 22:30:26.428325
dia.lo.gue,Kafe,"Jl. Kemang Selatan No. 99A, Kemang, Jakarta Selatan",150000,3.94,2025-06-03 22:30:26.728486
Vince,"Barat,Indonesia","NORTH 78
Jl. Danau Sunter Utara Blok J12 No. 46 - 48, Sunter, Jakarta Utara",150000,4.37,2025-06-03 22:30:27.029591
Okinawa Sushi,Jepang,"Pondok Indah Mall 1, Lantai 2
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",150000,4.3,2025-06-03 22:30:27.325311
"Pasta, Bitte!",Italia,"Como Park Building
Jl. Kemang Timur Raya No. 998, Kemang, Jakarta Selatan",150000,4.03,2025-06-03 22:30:27.627084
Cerita Roti,Toko Roti,"Mall Artha Gading, Lantai Ground
Jl. Boulevard Artha Gading, Kelapa Gading, Jakarta Utara",50000,4.4,2025-06-03 22:30:27.923709
Ombe Kofie,Kafe,"Jl. HOS Cokroaminoto No. 62A, Menteng, Jakarta Pusat",150000,4.05,2025-06-03 22:30:28.222993
Namy House Vegetarian,Vegetarian,"Komplek Taman Duta Mas, Blok C1A No. 16
Jl. Kusuma, Jelambar, Jakarta Barat",50000,4.07,2025-06-03 22:30:32.028328
Sedjuk Bakmi & Kopi,Kafe,"Jl. Tulodong Bawah X No. 18, SCBD, Kebayoran Baru, Jakarta Selatan",75000,3.94,2025-06-03 22:30:32.328898
Francis Artisan Bakery,Toko Roti dan Kue,"St Moritz Mall (Lippo Mall Puri), Lantai Lower Ground
Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",50000,3.99,2025-06-03 22:30:32.623281
Beard Papa's,Snack,"Central Park, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",50000,4.07,2025-06-03 22:30:32.901298
Pizza Hut,,"Puri Indah Mall, Lantai 1
Jl. Puri Indah Raya, Puri, Jakarta Barat",75000,3.95,2025-06-03 22:30:33.196714
KOI The,Kafe,"Mall Taman Anggrek, Lantai 4
Jl. Letjen S. Parman, Slipi, Jakarta Barat",50000,3.95,2025-06-03 22:30:33.501059
Bakmi Berdikari,"Indonesia, China","Jl. Tebet Timur Dalam Raya No. 39, Tebet, Jakarta Selatan",75000,3.99,2025-06-03 22:30:33.790985
Sushi Tei,Jepang,"Kota Kasablanka, Lantai 1
Jl. Casablanca Raya, Tebet, Jakarta Selatan",150000,3.97,2025-06-03 22:30:34.096470
Fat Bubble,Kafe,"Jl. Tebet Timur Dalam II No. 47C, Tebet, Jakarta Selatan",75000,3.93,2025-06-03 22:30:34.393306
Better Chocolate Than Never,Kafe,"Jl. Panglima Polim IV No. 14, Panglima Polim, Kebayoran Baru, Jakarta Selatan",75000,3.94,2025-06-03 22:30:34.681089
Chadol Gujeolpan,Korea,"Jl. Hang Lekir X No. 20, Kebayoran Baru, Jakarta Selatan",75000,4.6,2025-06-03 22:30:34.963510
Swikee Purwodadi Gloris,China,"Jl. Mangga Besar 8 No. 12F, Mangga Besar, Jakarta Barat",50000,4.44,2025-06-03 22:30:35.279951
Hakuna Cake,Kafe,"Jl. Pertengahan No. 4, Cijantung, Jakarta Timur",50000,4.4,2025-06-03 22:30:39.027254
Kalibata House 21,Kafe,"Jl. Kalibata Utara II No. 21, Kalibata, Jakarta Selatan",75000,4.44,2025-06-03 22:30:39.295688
dipuri,Kafe,"Jl. Puri Mutiara No. 3B, Cilandak, Jakarta Selatan",75000,4.31,2025-06-03 22:30:39.550139
Paramount Cantonese,"Indonesia, China","Jl. RP. Soeroso No. 35, Cikini, Menteng, Jakarta Pusat",150000,4.31,2025-06-03 22:30:39.838784
Pho Ba Ba,Vietnam,"Pacific Place Mall, Lantai 4
Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",75000,4.22,2025-06-03 22:30:40.126853
Manukari,Kafe,"Jl. Acordion Blok M No. 30, Kelapa Gading, Jakarta Utara",50000,4.16,2025-06-03 22:30:40.436010
Hae Maru Korean Grill,Korea,"Jl. Panglima Polim IX No. 7 - 9, Panglima Polim, Kebayoran Baru, Jakarta Selatan",200000,4.09,2025-06-03 22:30:40.743118
Subway,Barat,"Cilandak Town Square, Lantai 1
Jl. TB Simatupang, Cilandak, Jakarta Selatan",50000,4.09,2025-06-03 22:30:41.043069
Suji-Suan Cai Yu,China,"Central Park, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",150000,4.1,2025-06-03 22:30:41.318036
Dibawahtangga,Minuman,"Mal Kelapa Gading 3, Lantai Basement
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",50000,4.1,2025-06-03 22:30:41.618326
Ombe Kofie,Kafe,"Jl. Pluit Sakti Raya No. 117, Pluit, Penjaringan, Jakarta Utara",50000,4.09,2025-06-03 22:30:41.908571
Magal Korean BBQ,Korea,"Jl. Senopati No. 60, Senopati, Kebayoran Baru, Jakarta Selatan",200000,4.04,2025-06-03 22:30:42.201527
